id,repo,provenance,concept,question,real_score,synthetic_score,real_rationale,synthetic_rationale
grafana_grafana__127231,grafana/grafana,agent,folder-scoped-provisioning-tests,Why do these provisioning flows need folder sync semantics instead of instance sync?,1,2,"It mentions ""sync via folder target"" and ""repository-managed folders,"" but does not explain why folder sync semantics are needed instead of instance sync.","It explicitly says the tests were updated to use ""folder"" sync targets ""instead of instance"" and that this aligns coverage with ""folder-scoped sync behavior."""
grafana_grafana__127240,grafana/grafana,human,dashboard-state-model-simplification,Why is direct DashboardModel state mutation safer than reducer and merge-based synchronization?,1,0,"It mentions that the GenAI test was rewritten to ""mutate panel.title directly,"" but it does not explain why direct DashboardModel state mutation is safer than reducer and merge-based synchronization.","It says state behavior was simplified and callers were updated, but it never states why direct DashboardModel state mutation is safer than reducer and merge-based synchronization."
grafana_grafana__127240,grafana/grafana,human,panel-lifecycle-and-editing-semantics,What breaks if panel viewing still blocks edit actions and refresh flows?,1,2,"It mentions that the old view state was removed and that refresh tests dropped the ""panel in full view"" scenario, but it does not say what specifically breaks when edit actions and refresh flows are still blocked.","It explicitly says ""Updated keybinding edit checks to allow panel actions whenever no panel is currently being edited"" and mentions ""dashboard refresh behavior without `panelInView`"", which directly addresses the blocked edit/refresh behavior."
grafana_grafana__127240,grafana/grafana,human,cursor-sync-and-compatibility-contract,Why should tooltip synchronization derive solely from CursorSync instead of wrapper helper methods?,1,2,"The text says the wrapper’s pass-through tooltip methods were removed and that the wrapper’s graphTooltip getter still serves the same purpose, but it does not explain why synchronization must derive solely from CursorSync.","The text explicitly says tests now assert `graphTooltip` behavior directly against cursor sync modes, which states the synchronization source is CursorSync rather than wrapper helpers."
grafana_grafana__127258,grafana/grafana,agent,alerting-capability-resolution,Why must alerting support come from plugin metadata instead of instance settings?,2,2,The text says the hooks replace getDataSourceSrv().getInstanceSettings() with useDatasourcePluginMeta and that meta.alerting is the intended source.,"The text says alerting support was previously derived from instance settings and now uses plugin metadata, with loading made explicit to avoid misleading badges."
grafana_grafana__127258,grafana/grafana,agent,loading-safe-ui-gating,Why is hiding alerting UI during loading necessary to prevent broken behavior?,2,2,"The text says the header could briefly show ""Not supported"" for datasources that do support alerting because missing plugin meta was treated as ""not supported,"" which directly explains why hiding the UI during loading is necessary.","The text says to ""avoid rendering incorrect alerting badges while that metadata is still loading"" and that it ""prevents showing a temporary incorrect supported/not supported state,"" which explains the broken behavior."
grafana_grafana__127258,grafana/grafana,agent,navigation-and-test-alignment,Why do navigation and tests need the same alerting capability source to stay correct?,2,2,"""Deduplicates the identical alerting-support computation"" and ""useIsAlertingSupported now returns { isSupported, isLoading }"" explain why nav and tests share the same source.","""Updated datasource navigation hooks"" and ""Updated DataSourceTabs tests"" show they use the same shared alerting source to stay consistent."
grafana_grafana__127262,grafana/grafana,agent,unified-migration-data-model,Why must all migratable resources share one canonical row model?,1,1,"It says the registry is the single source of truth and that kinds flow through generically, but it does not explain why one canonical row model is required.","It mentions a unified migration data pipeline and shared types, but gives no explicit reason for needing one canonical row model."
grafana_grafana__127262,grafana/grafana,agent,resource-kind-driven-migration,What breaks if resource-specific migration rules stay scattered across components?,2,1,"It explicitly says scattered per-kind code means ""Adding a kind meant repeating the whole pattern"" and that the registry is the ""single source of truth"" with ""no dispatch threading.""","It only says the refactor ""reduces duplication"" and ""centralizes migration data shaping,"" which hints at the problem but does not state what breaks if rules stay scattered."
grafana_grafana__127262,grafana/grafana,agent,migration-ui-state-and-selection,Why does the migration UI depend on centralized state transitions for correctness?,0,0,"It says the UI now uses a registry-driven path and that the registry is the ""single source of truth"" for enumeration, but it does not explain why centralized state transitions are needed for correctness.","It mentions a ""single migration data pipeline"" and that this ""centralizes migration data shaping in one hook,"" but it does not state the correctness mechanism behind centralized state transitions."
grafana_grafana__127262,grafana/grafana,agent,stats-aggregation-from-kind-metadata,Why should migration statistics be computed from shared kind metadata?,1,1,"The text says migration stats/cards were made generic and that the registry is the single source of truth, but it does not explicitly say stats should be computed from shared kind metadata.","It mentions shared helpers and metadata in resourceKinds.ts and that OverviewStatCards relies on resource kind info rather than the previous totals shape, which hints at the mechanism but does not state it clearly."
grafana_grafana__127275,grafana/grafana,agent,faceted-filter-rollout,Why must faceted filtering be controlled solely by panel options now?,1,2,"The phrase ""Stop looking at vizLegendFacetedFilter toggle"" only indicates the toggle is being removed, not why control shifts to panel options.","It explicitly says to ""remove the `vizLegendFacetedFilter` feature toggle gating"" and that faceted filtering is ""always available when configured,"" with checks removed in favor of panel behavior."
grafana_grafana__127275,grafana/grafana,agent,legend-rendering-contract,What breaks if TimeSeries keeps overriding PlotLegend faceted-filter props?,1,2,"The phrase ""Stop looking at vizLegendFacetedFilter toggle"" only hints that the toggle is being removed, but it does not say what breaks if TimeSeries keeps overriding PlotLegend faceted-filter props.","It explicitly says to ""Stop checking config.featureToggles.vizLegendFacetedFilter before passing faceted filter props to PlotLegend,"" which directly answers the mechanism question."
grafana_grafana__127275,grafana/grafana,agent,test-and-config-alignment,Why do tests need to stop depending on global feature-toggle setup?,1,2,"The phrase ""Stop looking at vizLegendFacetedFilter toggle"" only indicates the toggle is being removed, not why tests must stop depending on global setup.","It explicitly says to ""Simplify tests by removing feature-toggle setup/teardown"" and ""remove test-only mutation of config.featureToggles,"" which answers why tests stop depending on global feature-toggle setup."
grafana_grafana__127318,grafana/grafana,agent,generic-provisioned-resource-drawers,How does one shared drawer correctly model save and delete flows across resource kinds?,2,1,It explicitly says the per-kind drawers were folded into the shared drawer and that it now derives title/body/name/path/annotations/navigation from `kind`.,"It only says the shared drawer was expanded for playlist-specific behavior and metadata handling, without explaining how save and delete flows are modeled across kinds."
grafana_grafana__127318,grafana/grafana,agent,resource-kind-registry,Why must resource-specific behavior be driven from a registry instead of scattered conditionals?,2,1,"It explicitly says behavior should be driven by the registry, e.g. ""adding a new kind needs little more than a resourceKinds registry entry"" and ""move list-cache invalidation into the resource-kind registry"" rather than per-kind conditionals.","It only gestures at the idea with ""making resource-kind-specific behavior live behind the provisioning registry/utilities,"" but does not explain why registry-driven behavior is needed instead of scattered conditionals."
grafana_grafana__127318,grafana/grafana,agent,provisioning-request-and-navigation-flow,What ensures provisioning actions redirect users to the correct state after mutations?,2,1,"It explicitly mentions the shared cache-invalidate + list-navigation + PR-redirect logic, which is the mechanism that sends users to the right state after mutations.","It only says the drawer flow was centralized and redirect utilities were updated, but gives no explicit mechanism for redirecting users to the correct state after mutations."
grafana_grafana__127349,grafana/grafana,agent,feature-flag-identity,Why must every generated registry use the same canonical flag key?,0,1,"The text says the toggle is “React-generated” and consumed via the generated hook, but it does not explain why every generated registry must share a canonical flag key.","The text mentions “the replacement of the previous unprefixed `secretsReferenceValueUI` entry with the namespaced `grafana.secretsReferenceValueUI` entry,” which hints at a canonical key, but it does not state why every generated registry must use it."
grafana_grafana__127349,grafana/grafana,agent,frontend-gating-contract,Why is a false-default frontend hook the safe mechanism for exposing this UI?,1,1,"The text says the UI is gated by an OpenFeature toggle and is ""Off by default,"" but it does not explain why that false default is the safe mechanism.","The text explicitly states the flag has ""Default expression: false"" and is used to ""gate UI support,"" but it still does not explain why that makes it safe."
grafana_grafana__127349,grafana/grafana,agent,toggle-lifecycle-migration,What breaks if the old and new toggle names coexist without a clear migration path?,0,1,The text only says the new toggle is added and the UI is gated by it; it does not mention any coexistence problem or migration path.,"The phrase ""replacement of the previous unprefixed `secretsReferenceValueUI` entry with the namespaced `grafana.secretsReferenceValueUI` entry"" hints at a rename/migration, but it does not say what breaks if both coexist."
grafana_grafana__127455,grafana/grafana,agent,nats-topology-and-lifecycle,Why must bus topology be selected centrally at service startup?,0,1,"The text only says there is an ""optional in-process Core NATS server"" and mentions ""No messaging or peer discovery yet,"" but it does not explain why bus topology must be selected centrally at startup.","The text mentions ""external client URLs / topology-related options"" and that NATS can run ""either: as an embedded in-process server, or as an external client connection target,"" but it never states why bus topology must be selected centrally at service startup."
grafana_grafana__127455,grafana/grafana,agent,configuration-contract-and-safety,What breaks if NATS configuration accepts ambiguous or invalid mode combinations?,0,1,"The text only says it adds an embedded NATS server config and lifecycle service, with no mention of ambiguous or invalid mode combinations or any breakage.","The text mentions 'mode' and 'validation' and that the service 'validates configuration during construction/startup,' but it does not say what breaks if ambiguous or invalid combinations are accepted."
grafana_grafana__127455,grafana/grafana,agent,runtime-integration-and-observability,Why is NATS integrated through the shared service registry instead of ad hoc initialization?,1,2,"The text mentions a ""dskit-based Service"" and ""DI/background-service wiring,"" but it does not explain why shared registry integration was chosen over ad hoc initialization.","The text explicitly says it was ""registered the service through Wire and the background service registry"" and ""starts/stops with the existing background service lifecycle,"" which answers the integration mechanism."
grafana_grafana__127474,grafana/grafana,agent,nats-runtime-topology,Why must the publisher own an independent client connection instead of reusing server state?,1,1,"The text mentions ""per-role connections"" and ""decouple embedded server,"" which hints at separate connections, but it never states why the publisher cannot reuse server state.","The text says there is a ""dedicated publisher background service"" and ""separate server and publisher services,"" but it does not explain why it must own its own connection instead of reusing server state."
grafana_grafana__127474,grafana/grafana,agent,client-connection-management,What connection ownership model prevents races and broken publishes during reconnects or shutdown?,1,1,"The text mentions ""lazy publisher/subscriber connections"" and ""per-role credentials,"" but it does not explain any ownership model or how it prevents races and broken publishes during reconnects or shutdown.","The phrase ""shared client connection lifecycle handling"" and the split into ""Server"" and ""Publisher"" indicate a connection ownership model, but it does not explicitly say how this prevents races or broken publishes during reconnects or shutdown."
grafana_grafana__127474,grafana/grafana,agent,transport-security-configuration,What TLS configuration path guarantees secure interoperability without silently weakening verification?,0,1,"The text mentions ""TLS config"" and ""per-role connections,"" but gives no details about any configuration path or verification behavior.","The text explicitly lists the TLS path and its behavior: ""Added pkg/infra/nats/tls.go to construct *tls.Config from NATS settings"" and it ""Supports CA certs, client cert/key, server name, and insecure skip verify,"" but it does not say anything about guaranteeing secure interoperability without weakening verification."
grafana_grafana__127523,grafana/grafana,agent,test-isolation-and-resource-scoping,Why do repo-scoped assertions remain reliable when shared namespace state is contaminated?,2,2,"The text says repo-scoped helpers ""match on grafana.app/managerId and ignore cross-test leakage,"" which directly explains why they stay reliable.","The text says scoping to resources ""owned by the repo under test"" avoids ""cross-test interference,"" which clearly answers why they remain reliable."
grafana_grafana__127523,grafana/grafana,agent,test-helper-contract,What makes splitting setup from verification safer than embedding global assertions in helpers?,2,2,The text says the global count assertion on a shared server can be inflated by leaked resources and that scoping the check to the repo under test avoids cross-test interference.,"The text says to ""stop relying on CreateLocalRepo's namespace-wide resource count assertions"" and that scoping them ""keeps the intent of the checks while avoiding cross-test interference."""
grafana_grafana__127523,grafana/grafana,agent,quota-test-fixture-identity,Why must the fixture modify the actual identity field for quota behavior to be exercised?,2,2,"The text says the replace was a silent no-op because the dashboards identify by ""metadata.name"", so the fixture must change the actual identity field to make the two dashboards distinct.","The text says to replace the ""name"" field instead of the ""uid"" and that this corrects the field being rewritten in the dashboard fixture, which directly explains why the identity field must be modified."
grafana_grafana__127528,grafana/grafana,agent,controller-construction-boundaries,Why must controllers avoid owning informer setup to remain reusable and correctly initialized?,2,1,"The text explicitly says constructors no longer take an informer, handlers are registered externally with `informer.AddEventHandler(ctrl.EventHandler())`, and this keeps sync/wiring outside the controller, which answers why they avoid owning informer setup.","The text says controllers should receive only what they use and that informer ownership stays with the code that starts and manages informers, but it does not explicitly explain reusability or correct initialization beyond that."
grafana_grafana__127528,grafana/grafana,agent,cache-access-and-readiness-model,Why is lister-based cache access safe only when synchronization is enforced outside controllers?,2,1,"The text explicitly says handlers are registered after the informer starts and that this is ""more precise than the informer-level HasSynced"" because the informer may report synced before the handler has drained the initial list.","The text says controllers only need ""a lister for reads"" and that informer ownership stays outside, but it does not explain why lister access is safe only with external synchronization."
grafana_grafana__127528,grafana/grafana,agent,operator-bootstrap-and-lifecycle,Why does explicit bootstrap sequencing determine whether events are observed or silently missed?,2,0,"The text explicitly says handlers are registered after the informer starts, so the informer can report synced before the handler drains the initial list, which explains why sequencing determines whether events are observed or silently missed.","The text says handlers are wired at the operator/registration layer and that controllers no longer store sync callbacks, but it does not explain why explicit bootstrap sequencing affects whether events are seen or missed."
grafana_grafana__127552,grafana/grafana,agent,telemetry-page-context,Why attach referrer and previousUrl through page attributes on every emitted Faro signal?,2,2,"The text says to attach referrer and previousUrl to Faro page.attributes so they ride on the meta of every signal, because SPA navigation would otherwise lose that context.","The text says a helper captures referrer, tracks SPA navigation, and sets `page.attributes` with `referrer` and `previousUrl`, ensuring emitted signals carry navigation context."
grafana_grafana__127552,grafana/grafana,agent,spa-navigation-state-tracking,Why must previousUrl be tracked from SPA history instead of document.referrer?,2,2,"The text says SPA navigation is tracked via ""locationService history"" because the browser referrer does not change on internal navigation, so previousUrl comes from history rather than document.referrer.","The text explicitly says it ""tracks SPA navigation via locationService history"" and sets ""previousUrl"" as the ""previous internal route for SPA navigations,"" which answers why it is not taken from document.referrer."
grafana_grafana__127552,grafana/grafana,agent,dashboard-performance-phase-model,Why represent panel performance as rounded per-phase durations that sum to total_time?,1,2,"The text says the breakdown exists because consumers could not see where panel render time was spent and that the phases ""sum to total_time,"" but it does not mention rounding as the reason.","The text explicitly says it ""logs additional rounded duration fields"" and that they ""provide a breakdown of total_time,"" which directly answers the question."
grafana_grafana__127640,grafana/grafana,human,feature-toggle-contract,Why must this flag be registered consistently across all feature-toggle generation sources?,0,2,"The text only says ""Add heatmapNegativeLogBuckets"" and gives no reason about consistent registration across generation sources.","It explicitly says to ""register heatmapNegativeLogBuckets in the feature management registry"" and ""add the toggle to generated feature toggle metadata"" in multiple sources, which explains the need for consistent registration."
grafana_grafana__127640,grafana/grafana,human,heatmap-axis-rendering-model,Why does symlog scaling preserve negative and zero heatmap buckets without breaking interpretation?,0,2,"The phrase ""Add heatmapNegativeLogBuckets"" only names a feature and does not explain why symlog scaling preserves negative and zero heatmap buckets.","The text says it ""gate[s] support for rendering native histogram ... zero and negative heatmap buckets on a symlog y-axis,"" which directly states the mechanism at a high level."
grafana_grafana__127640,grafana/grafana,human,rollout-and-risk-containment,Why is default-off experimental gating essential for this visualization change?,0,2,"The text only names the feature, ""Add heatmapNegativeLogBuckets,"" and gives no reason why default-off experimental gating is needed.","It explicitly says the toggle ""is intended to gate support for rendering native histogram ... zero and negative heatmap buckets on a symlog y-axis"" and that the default is ""false,"" which explains the default-off experimental gating."
grafana_grafana__127641,grafana/grafana,agent,controller-read-abstraction,Why must controllers depend on getter interfaces instead of raw informer listers?,2,2,"It explicitly says to ""Replace that coupling with narrow, consumer-defined read interfaces"" and that the source can be swapped ""without touching controller logic.""","It explicitly says controllers should use ""narrow cached getter interfaces instead of raw informer listers"" and explains they ""expose only the read operations each controller actually needs."""
grafana_grafana__127641,grafana/grafana,agent,cache-backed-consistency,Why should all reconciliation reads come from the same cache-backed getter?,1,2,"The text says to ""share it between the repos field and the quota checker,"" but it does not clearly explain why all reconciliation reads should come from the same cache-backed getter.","The text says to ""make quota checking and reconciliation depend on the same cached view,"" which directly answers why they should come from the same cache-backed getter."
grafana_grafana__127641,grafana/grafana,agent,repository-quota-evaluation,Why does quota enforcement depend on namespace-scoped repository listings from the getter?,2,2,"The text explicitly mentions ""namespace List for the quota count"" and that ""Controllers and the quota checker reconcile through the getters,"" which directly answers the question.","The text explicitly says the quota checker uses ""RepositoryGetter for namespace-wide listing/counting,"" which directly explains the dependency."
grafana_grafana__127702,grafana/grafana,agent,canvas-snapshot-test-harness,Why must canvas text measurement and render timing be controlled for stable snapshots?,1,2,"It mentions ""createGrafanaUiMeasureTextJestMock"" and a canvas snapshot suite, but does not explain why measurement or render timing must be controlled.","Explicitly says it ""mocks @grafana/ui text measurement"" and is for a ""deterministic snapshot-friendly setup,"" which explains controlling measurement and timing for stable snapshots."
grafana_grafana__127702,grafana/grafana,agent,timeline-data-preparation-pipeline,Why do tests need the production field-preparation pipeline instead of raw frames?,0,2,"It lists what the suite covers, but never explains why the production field-preparation pipeline is needed instead of raw frames.","The text says the tests render the chart through the same ""field-processing path"" and mentions ""applyFieldOverrides and prepareTimelineFields,"" which explains why raw frames are not enough."
grafana_grafana__127702,grafana/grafana,agent,state-coloring-fixture-coverage,Which fixture variations are essential to catch timeline rendering regressions?,2,2,"The phrase ""Changes mode ... multi-series lanes, threshold coloring, unmerged states"" lists the fixture variations covered for regression testing.","The phrase ""multi-series / multi-lane timelines"" and ""color resolution and lane layout"" indicates the fixture variations used to catch regressions."
grafana_grafana__127739,grafana/grafana,agent,startup-watch-before-sync,Why must the informer subscribe before listing to avoid unrecoverable missed updates?,2,2,"The text explicitly says a change during the window ""had no interest and was dropped by core NATS (no replay),"" so subscribing first avoids unrecoverable missed updates.","The text explicitly says there is a ""list-to-subscribe gap at startup"" and that ""core NATS has no replay,"" so listing first can miss writes before the watch is active."
grafana_grafana__127739,grafana/grafana,agent,sync-gating-and-retry-semantics,What breaks if HasSynced is reported before watch capability is actually established?,2,1,"It explicitly says a change published during that window ""had no interest and was dropped"" and the controller ""only caught it at the next resync,"" which directly answers what breaks.","It says the informer previously ""reported synced"" before subscription and that this could miss writes in the ""list-to-subscribe gap,"" but it does not explicitly say what breaks beyond that general missed-update window."
grafana_grafana__127739,grafana/grafana,agent,relist-trigger-model,Why is the post-subscribe gap-closing relist unnecessary under the new startup sequence?,2,2,"The text explicitly states that ""Subscribing before listing means events published during the list are delivered live, so the separate gap-closing re-list is no longer needed and is removed,"" which answers the question directly.","The text says the startup now ""subscribes to live notifications before performing the initial list"" and that it ""removed the previous startup behavior"" including ""an extra gap-closing re-list once subscribed,"" which directly explains why that relist is unnecessary."
grafana_grafana__127754,grafana/grafana,agent,status-patch-retry-semantics,Why must status patching retry retriable errors instead of surfacing them immediately?,2,2,"The text says the patch had ""a single patch with no retry"" and that a benign race ""surfaced as an error,"" so retrying avoids immediately surfacing retriable conflicts.","The text says concurrent updates can ""produce benign 409 Conflict responses"" and that retrying lets the controller ""re-read fresh state and reapply the patch instead of surfacing these expected races as errors."""
grafana_grafana__127754,grafana/grafana,agent,retriable-error-classification,Which patch errors are safe to retry without risking incorrect status updates?,2,2,"Explicitly says the retriable errors are ""IsConflict and SQLite write contention"" and that these are the same predicate used for retrying the patch.","Explicitly lists retriable patch failures as ""optimistic concurrency conflicts on the status subresource"" and ""SQLite write contention""."
grafana_grafana__127754,grafana/grafana,agent,controller-test-behavior-contract,What behavior contract do tests enforce for patch attempts and failure handling?,0,2,"The text says the patch is wrapped in retry.OnError and that the loser re-reads fresh state and reapplies, but it does not mention any tests or their contract.","The text explicitly lists test coverage for ""retry behavior for transient/retriable patch errors"" and ""non-retriable error handling,"" which states the patch attempt and failure-handling contract."
grafana_grafana__127762,grafana/grafana,agent,dependency-wiring-and-cycle-break,Why does injecting an eventual search-only client break the authz wiring cycle safely?,1,1,"The text explicitly says the client is ""supplied lazily via resource.EventualClient ... to break the authz<->resource-client wiring cycle,"" but it does not explain the safety mechanism beyond that.","The text says the eventual client is used to ""avoid the injection cycle between authz, API server, and resource-backed folder listing when running in-proc,"" but it does not explain why that is safe beyond being search-only and eventual-consistency tolerant."
grafana_grafana__127762,grafana/grafana,agent,folder-tree-source-selection,Why is search-index folder listing sufficient to build correct parent-child access trees?,2,1,"The text explicitly says the search index provides ""lightweight UID+parent refs"" and that buildFolderTree can be built from ""folder.SearchFolders (lightweight index hits, single round-trip),"" which directly states the mechanism for constructing the tree.","The text says search uses ""lightweight search results (UID + parent refs)"" and is for consumers that ""only need folder hierarchy information,"" but it does not explicitly explain why that is sufficient to build correct parent-child trees."
grafana_grafana__127762,grafana/grafana,agent,feature-gated-rollout,What breaks if the search-based folder tree path cannot be toggled independently?,0,0,"The text explicitly says the library-elements tree is built behind 'libraryElements.folderTreeViaSearch' and the authz path is behind 'authz.listFoldersViaSearch', but it does not state any breakage from not toggling them independently.","The text says the search-based folder tree cache is behind a feature flag and was added as an experimental behavior, but it does not say what breaks if it cannot be toggled independently."
grafana_grafana__127778,grafana/grafana,agent,eventual-consistency-test-synchronization,Why must folder discovery poll the list until convergence instead of reading once?,2,2,"The text says the list is served by an eventually-consistent index that can briefly report zero, so it must be polled with EventuallyWithT until the reads tolerate index lag.","The text explicitly says the helper ""polls until exactly one folder is returned,"" explaining that a single List can see a transient zero due to eventual consistency."
grafana_grafana__127778,grafana/grafana,agent,shared-test-helper-abstraction,Why should folder retrieval be encapsulated in one helper rather than duplicated inline?,2,2,"The text says to ""Poll the folder List with EventuallyWithT via a waitForSingleFolder helper"" because the inline reads were flaky, which explains encapsulating retrieval in one helper instead of duplicating it.","The text says it ""Added a small test helper, `waitForSingleFolder`"" and ""Switched the affected subtests to use this helper instead of doing a single `List` + immediate length assertion,"" which directly explains centralizing folder retrieval."
grafana_grafana__127778,grafana/grafana,agent,provisioned-folder-state-validation,Why do these tests depend on verifying managed folder metadata before exercising library panel operations?,2,2,"The text says the tests read the folder List before asserting on it because the search index can briefly report zero right after sync, so they poll with a helper to tolerate lag.",The text explains that folder listing is eventually consistent and that the helper polls until exactly one folder is returned before the test proceeds.
grafana_grafana__127783,grafana/grafana,agent,lease-ownership-fencing,Why must lease ownership be verified with a unique claim token instead of job name?,2,2,"Explicitly says job names are deterministic and a worker could not tell its own claim apart from another worker's claim on the same name, so a unique owner token is needed.","Explicitly states that deterministic job names can be shared by a reaped job and its replacement, and that without a claim-specific token a worker could renew, complete, or roll back the wrong job."
grafana_grafana__127783,grafana/grafana,agent,terminal-loss-handling,Why is lease loss a terminal condition that must stop job processing immediately?,2,2,"The text says lease loss is terminal because the worker no longer owns the claim and otherwise could keep retrying while ""both pods run,"" so it must abort immediately.","The text states that if the claim no longer matches the worker’s token, the worker ""treats the lease as lost and aborts instead of mutating or deleting a job now owned by another worker,"" which explains the immediate stop."
grafana_grafana__127783,grafana/grafana,agent,safe-store-mutations,What store-side checks prevent stale workers from deleting or unclaiming a re-created job?,2,2,"Explicitly says rollback verifies the refetched job's UID and owner token before stripping it, preventing un-claiming a re-created job.","It says rollback is hardened to only clear the claim if the job in storage is still the same claimed object, which directly addresses stale-worker rollback checks."
grafana_grafana__127871,grafana/grafana,agent,feature-flag-contract,Why must this flag be declared consistently across generated and runtime feature systems?,0,0,"The text only says it is ""a kill switch for the /find/default_scope endpoint"" and does not explain why consistency across generated and runtime feature systems is required.","The text says it was ""Registered ... in the feature toggle registry"" and also ""Generated the corresponding OpenFeature typings and React hook,"" but it does not explain why those declarations must be consistent."
grafana_grafana__127871,grafana/grafana,agent,scopes-initialization-gating,What prevents incorrect initial scope selection if this endpoint is used unconditionally?,1,2,"The phrase ""Off by default"" and ""kill switch for the /find/default_scope endpoint"" indicate the endpoint is gated, but it does not explain what specifically prevents incorrect initial scope selection if used unconditionally.","The text says the flag ""gates use of the “find default scope” endpoint to seed the initial scope selection when no scope is set,"" which directly explains the mechanism preventing unconditional use."
grafana_grafana__127902,grafana/grafana,agent,pull-request-repo-contract-centralization,Why must pull request processing depend on one repository-owned interface contract?,2,2,"The text explicitly says the interface is moved so the GitHub webhook repository can ""assert it satisfies the contract at compile time next to its implementation,"" which directly answers why the processing depends on that repository-owned contract.","The text says the interface was centralized because it was defined in the webhook worker package while the concrete implementation lives in the provisioning repository layer and is reused across PR job processing, quoting ""removes the duplicate contract"" and ""build-time guard against drift""."
grafana_grafana__127902,grafana/grafana,agent,compile-time-implementation-enforcement,Why is compile-time conformance checking necessary for this repository implementation?,2,2,"The text explicitly says the repository can ""assert it satisfies the contract at compile time next to its implementation,"" which directly explains the need.","The text says there is a ""build-time guard against drift"" and an ""Added a compile-time interface assertion"" to ensure the implementation keeps matching the contract."
grafana_grafana__127902,grafana/grafana,agent,cross-package-worker-commenter-dependency-rewire,What breaks if pull request components keep separate local repository interface types?,2,2,Explicitly says the interface is moved so the GitHub webhook repository can assert it satisfies the contract at compile time next to its implementation.,Explicitly says the interface was duplicated in the webhook worker package and that centralizing it removes the duplicate contract and adds a build-time guard against drift.
grafana_grafana__127936,grafana/grafana,agent,job-status-propagation,Why must the drawer own the latest job status instead of relying on JobStatus alone?,2,2,"The text says the drawer should ""Track the latest StepStatusInfo"" and that error/warning states are rendered above JobStatus because the drawer ""only handled the success case,"" so it explains why the drawer must own the latest status.","The text says the drawer ""did not expose the latest step status itself"" and therefore needs to ""render job failures and warnings itself,"" which directly answers why it cannot rely on JobStatus alone."
grafana_grafana__127936,grafana/grafana,agent,callback-stability-and-retry-flow,Why do unstable callback identities risk breaking status polling behavior?,2,1,"The text says to ""Memoize the status/retry callbacks so JobContent's status effect doesn't re-fire on every render and loop,"" which directly explains the risk from unstable callback identities.","The text says to ""memoize migration/status callbacks with useCallback to keep callback identity stable for JobStatus,"" but it does not explain the polling breakage mechanism itself."
grafana_grafana__127936,grafana/grafana,agent,error-surfacing-user-experience,Why must migration failures be shown inline instead of hidden behind secondary details?,2,2,"The text says failures were hidden behind a collapsed ""View details"" JSON dump and that errors are rendered via ProvisioningAlert above JobStatus, so the inline-vs-secondary-details reason is explicit.",The text says the drawer should render failures itself because it lacks the wizard’s step-status chrome and that this makes failures easier to understand without opening additional details.
grafana_grafana__127972,grafana/grafana,agent,keyboard-shortcut-command-routing,How are copy and paste shortcuts resolved to the active panel context?,0,1,"The text only says the paste shortcut was logging keyboard pastes as canvas clicks and should use a 'keyboard' source, but it does not explain how copy and paste shortcuts are resolved to the active panel context.","The text mentions shortcuts for copying and pasting panels and that copy targets the 'currently hovered/targeted panel', but it does not explain how the shortcuts are resolved to the active panel context."
grafana_grafana__127972,grafana/grafana,agent,clipboard-backed-panel-duplication,Why does panel paste depend on local clipboard storage existing first?,0,2,"It mentions telemetry for the paste shortcut, but nothing about local clipboard storage or why paste depends on it.","It explicitly says paste ""safely no-ops when there is no copied panel in local storage"" and that the regression test ensures paste does nothing when the clipboard is empty."
grafana_grafana__127972,grafana/grafana,agent,edit-pane-paste-entrypoints,Why is paste modeled only by target selection instead of caller-specific source arguments?,1,2,"The text only says keyboard pastes were misreported as canvas clicks and should use a 'keyboard' source, which hints at source attribution but not why paste is modeled by target selection instead of caller-specific source arguments.","The text explicitly says it was 'Simplified `pastePanel` ... by removing the explicit UI source parameter,' which directly addresses why paste is modeled without caller-specific source arguments."
grafana_grafana__127972,grafana/grafana,agent,interaction-analytics-classification,Why must keyboard-triggered paste be tracked as its own interaction source?,1,2,"The text says the paste shortcut was being logged as ""canvas"" and that a new ""keyboard"" source should be used, but it does not explain why beyond matching copy telemetry.","The text explicitly says it ""Extended dashboard interaction tracking to include keyboard-triggered panel paste actions,"" which states the need to track keyboard paste separately as its own interaction source."
grafana_grafana__128068,grafana/grafana,agent,webhook-adoption-idempotency,Why does matching existing hooks by payload URL safely recover webhook ownership?,0,2,"It only mentions ""make GitHub webhook creation idempotent"" and ""rename to adoptExistingWebhook,"" but gives no mechanism for why payload URL matching recovers ownership.","The text says matching by payload URL lets the client ""adopt it by updating it with the expected secret/events so it can be persisted back into Status.Webhook,"" which explains recovering ownership."
grafana_grafana__128068,grafana/grafana,agent,github-api-error-recovery,What breaks if duplicate-hook detection relies on anything other than GitHub's 422 error shape?,0,2,The text only mentions making webhook creation idempotent and fixing repos stuck with 422 errors; it does not explain what breaks if detection uses anything other than GitHub’s 422 shape.,"The text explicitly says duplicate-hook detection is tied to GitHub’s ""422 Unprocessable Entity"" and that it ""does not include the existing hook ID,"" so relying on anything else would break the self-heal path."
grafana_grafana__128068,grafana/grafana,agent,controller-provider-lifecycle-testing,Why is a stateful end-to-end mock necessary to prove webhook self-healing works?,0,2,"It only mentions ""Add integration test"" and idempotent webhook creation, but gives no explanation of why a stateful end-to-end mock is necessary for proving self-healing.","The text says the integration test uses a ""stateful GitHub mock"" and covers ""recovery from a lost `Status.Webhook` via the `422 already exists` self-heal path,"" which directly explains why that kind of mock is needed."
